"text"
规则: 除本所另有规定外，债券交易申报数量应当符合以下要求：(一)采用匹配成交方式的，债券现券的申报数量应当为10万元面额或者其整数倍，卖出时不足10万元面额部分，应当一次性申报；债券通用质押式回购的申报数量应当为1000元面额或者其整数倍；(二)采用点击成交方式的，申报数量应当为10万元面额或者其整数倍；(三)采用询价成交、竞买成交方式的，申报数量应当不低于10万元面额，且为1000元面额整数倍；(四)采用协商成交方式的，债券现券申报数量应当不低于1000元面额，且为100元面额整数倍；债券通用质押式回购申报数量应当为1000元面额或者其整数倍。
</s><s>Assistant: 系统:本所,交易品种:债券,交易方式:匹配成交,交易品种:债券现券,key:申报数量,数量:10万元面额或者其整数倍,操作:卖出,数量:不足10万元面额部分,操作:一次性申报,交易品种:债券通用质押式回购,key:申报数量,数量:1000元面额或者其整数倍,交易方式:点击成交,key:申报数量,数量:10万元面额或者其整数倍,交易方式:询价成交,交易方式:竞买成交,key:申报数量,op:不低于,数量:10万元面额,数量:1000元面额整数倍,交易方式:协商成交,交易品种:债券现券,key:申报数量,op:不低于,数量:1000元面额,数量:100元面额整数倍,交易品种:债券通用质押式回购,key:申报数量,数量:1000元面额或者其整数倍
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: (五)债券交易的单笔最大申报数量不得超过100亿元面额。
</s><s>Assistant: 交易品种:债券,key:单笔最大申报数量,op:不得超过,数量:100亿元面额
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用匹配成交方式的，债券现券的申报价格最小变动单位为0.001元，债券通用质押式回购的申报价格最小变动单位为0.005元；采用其他交易方式的，债券交易的申报价格最小变动单位为0.0001元。
</s><s>Assistant: 交易方式:匹配成交,交易品种:债券现券,key:申报价格最小变动单位,价格:0.001元,交易品种:债券通用质押式回购,key:申报价格最小变动单位,价格:0.005元,交易方式:其他交易方式,交易品种:债券,key:申报价格最小变动单位,价格:0.0001元
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券现券交易采用净价价格进行申报，本所另有规定采用全价价格进行申报的除外。
</s><s>Assistant: 交易品种:债券现券,value:净价价格,操作:申报,系统:本所,value:全价价格,操作:申报,结果:除外
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券交易不实行价格涨跌幅限制。
</s><s>Assistant: 交易品种:债券,操作:不实行,操作部分:价格涨跌幅限制
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券交易申报中结算方式采用逐笔全额结算的，债券投资者可以选择结算周期。
</s><s>Assistant: 交易品种:债券,key:结算方式,value:逐笔全额结算,操作人:债券投资者,结果:可以,操作:选择,操作部分:结算周期
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券现券交易结算日和债券回购交易的首次结算日不得晚于交易当日后的第三个交易日（含）。
</s><s>Assistant: key:债券现券交易结算日和债券回购交易的首次结算日,op:不得晚于,时间:交易当日后的第三个交易日（含）
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 15:30至20:00申报的债券交易，结算方式应当为逐笔全额结算，且债券现券交易结算日（或者债券回购交易的首次结算日）不得为交易当日。
</s><s>Assistant: 时间:15:30至20:00,操作:申报,交易品种:债券,key:结算方式,value:逐笔全额结算,key:债券现券交易结算日,or:或者,key:债券回购交易的首次结算日,op:不得为,时间:交易当日
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用匹配成交方式的，债券投资者以匿名方式进行申报；采用协商成交方式的，债券投资者以显名方式进行申报；采用其他交易方式的，债券投资者可以选择以匿名或者显名方式进行申报。
</s><s>Assistant: 交易方式:匹配成交,操作人:债券投资者,value:匿名方式,操作:申报,交易方式:协商成交,操作人:债券投资者,value:显名方式,操作:申报,交易方式:其他交易方式,操作人:债券投资者,结果:可以,value:匿名,or:或者,value:显名方式,操作:申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 当日提交的债券交易申报当日有效，本所另有规定的除外。
</s><s>Assistant: 事件:当日提交,操作部分:债券交易申报,时间:当日,结果:有效,系统:本所
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用匹配成交、点击成交交易方式的，债券交易申报不能一次全部成交时，未成交的部分当日继续有效。
</s><s>Assistant: 交易方式:匹配成交,交易方式:点击成交,状态:债券交易申报不能一次全部成交,操作部分:未成交的部分,时间:当日,结果:继续有效
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 除本规则规定的不接受撤销申报的时间段外，其他接受申报的时间内，未成交的申报可以撤销；部分达成成交的，未成交的部分可以撤销。
</s><s>Assistant: 时间:除本规则规定的不接受撤销申报的时间段外，其他接受申报的时间内,状态:未成交,操作部分:申报,结果:可以,操作:撤销,状态:部分达成成交,操作部分:未成交的部分,结果:可以,操作:撤销
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券交易采用竞买成交方式，或者采用其他交易方式并以多边净额结算方式结算的，经交易系统确认成交后不得解除交易或者改变交易结果，但存在本规则第8.1条规定的情形除外。
</s><s>Assistant: 交易品种:债券,交易方式:竞买成交,or:或者,交易方式:其他交易方式,value:多边净额结算方式,事件:经交易系统确认成交后,结果:不得,操作:解除,操作部分:交易,or:或者,操作:改变,操作部分:交易结果,结合规则:本规则第8.1条,结果:除外
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 集合匹配期间未成交的交易申报，自动进入连续匹配。
</s><s>Assistant: 时间:集合匹配期间,状态:未成交的,操作部分:交易申报,操作:自动进入,value:连续匹配
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 限价申报按照优于或者等于限定的价格进行债券交易。
</s><s>Assistant: value:限价申报,op:优于,or:或者,op:等于,价格:限定的价格,交易品种:债券
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 开盘集合匹配阶段，债券现券的有效申报价格范围为前收盘价的上下30%。
</s><s>Assistant: 时间:开盘集合匹配阶段,交易品种:债券现券,key:有效申报价格范围,价格:前收盘价的上下30%
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 连续匹配、盘中临时停牌复牌集合匹配阶段，国债、地方政府债券、政府支持债券、政策性金融债等的有效申报价格范围为匹配成交最近成交价的上下10%，其他债券的有效申报价格范围为匹配成交最近成交价的上下20%。
</s><s>Assistant: 时间:连续匹配,时间:盘中临时停牌复牌集合匹配阶段,交易品种:国债,交易品种:地方政府债券,交易品种:政府支持债券,交易品种:政策性金融债,key:有效申报价格范围,价格:匹配成交最近成交价的上下10%,交易品种:其他债券,key:有效申报价格范围,价格:匹配成交最近成交价的上下20%
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券上市首日，以该债券的发行价作为前收盘价。
</s><s>Assistant: 时间:债券上市首日,交易品种:债券,价格:发行价,key:前收盘价
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 开盘集合匹配阶段，债券通用质押式回购的有效申报价格范围为前收盘价的上下100%。
</s><s>Assistant: 时间:开盘集合匹配阶段,交易品种:债券通用质押式回购,key:有效申报价格范围,价格:前收盘价的上下100%
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 连续匹配、盘中临时停牌复牌集合匹配阶段，债券通用质押式回购的有效申报价格不得高于匹配成交最近成交价的100个基点。
</s><s>Assistant: 时间:连续匹配,时间:盘中临时停牌复牌集合匹配阶段,交易品种:债券通用质押式回购,key:有效申报价格,op:不得高于,价格:匹配成交最近成交价的100个基点
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 当日无交易的，以前收盘价作为最近成交价。
</s><s>Assistant: 状态:当日无交易,价格:前收盘价,key:最近成交价
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 有效申报价格范围计算结果按照四舍五入原则取至价格最小变动单位。
</s><s>Assistant: key:有效申报价格范围,value:四舍五入原则,op:取至,价格:价格最小变动单位
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 有效申报价格范围上限或者下限与最近成交价之差的绝对值低于价格最小变动单位的，以最近成交价增减一个该债券的价格最小变动单位为有效申报价格范围。
</s><s>Assistant: key:有效申报价格范围上限或者下限与最近成交价之差的绝对值,op:低于,价格:价格最小变动单位,价格:最近成交价增减一个该债券的价格最小变动单位,key:有效申报价格范围
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 超过有效申报价格范围的申报为无效申报。
</s><s>Assistant: op:超过,价格:有效申报价格范围,操作:申报,结果:无效
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券在集合匹配阶段没有达成成交的，继续交易时，按照下列方式调整有效申报价格范围：最高买入申报价高于即时行情显示的前收盘价或者匹配成交最近成交价，以最高买入申报价为基准调整有效申报价格范围；最低卖出申报价低于即时行情显示的前收盘价或者匹配成交最近成交价，以最低卖出申报价为基准调整有效申报价格范围。
</s><s>Assistant: 交易品种:债券,时间:集合匹配阶段,状态:没有达成成交,事件:继续交易,操作:调整,操作部分:有效申报价格范围,key:最高买入申报价,op:高于,价格:即时行情显示的前收盘价,or:或者,价格:匹配成交最近成交价,价格:最高买入申报价,key:基准,操作:调整,操作部分:有效申报价格范围,key:最低卖出申报价,op:低于,价格:即时行情显示的前收盘价,or:或者,价格:匹配成交最近成交价,价格:最低卖出申报价,key:基准,操作:调整,操作部分:有效申报价格范围
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 集合匹配时，成交价格的确定原则为：(一)可实现最大成交量的价格；(二)高于该价格的买入申报与低于该价格的卖出申报全部成交；(三)与该价格相同的买方或者卖方至少有一方全部成交。
</s><s>Assistant: value:集合匹配,key:成交价格,价格:可实现最大成交量的价格,op:高于,价格:该价格,操作部分:买入申报,op:低于,价格:该价格,操作部分:卖出申报,结果:全部成交,价格:该价格,op:相同,操作人:买方,or:或者,操作人:卖方,结果:至少有一方全部成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 两个以上价格符合上述条件的，取在该价格以上的买入申报累计数量与在该价格以下的卖出申报累计数量之差最小的价格为成交价；买卖申报累计数量之差仍存在相等情况的，开盘集合匹配时取最接近即时行情显示的前收盘价的价格为成交价，盘中临时停牌复牌集合匹配时取最接近最近成交价的价格为成交价。
</s><s>Assistant: 状态:两个以上价格符合上述条件,价格:在该价格以上的买入申报累计数量与在该价格以下的卖出申报累计数量之差最小的价格,key:成交价,状态:买卖申报累计数量之差仍存在相等情况,时间:开盘集合匹配,价格:最接近即时行情显示的前收盘价的价格,key:成交价,时间:盘中临时停牌复牌集合匹配,价格:最接近最近成交价的价格,key:成交价
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 集合匹配阶段的所有交易以同一价格成交。
</s><s>Assistant: 时间:集合匹配阶段,操作部分:所有交易,价格:同一价格,结果:成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 连续匹配时，成交价格的确定原则为：(一)最高买入申报与最低卖出申报价格相同，以该价格为成交价；(二)买入申报价格高于集中申报簿当时最低卖出申报价格时，以集中申报簿当时的最低卖出申报价格为成交价；(三)卖出申报价格低于集中申报簿当时最高买入申报价格时，以集中申报簿当时的最高买入申报价格为成交价。
</s><s>Assistant: value:连续匹配,key:成交价格,价格:最高买入申报,价格:最低卖出申报价格,op:相同,价格:该价格,key:成交价,key:买入申报价格,op:高于,价格:集中申报簿当时最低卖出申报价格,价格:集中申报簿当时的最低卖出申报价格,key:成交价,key:卖出申报价格,op:低于,价格:集中申报簿当时最高买入申报价格,价格:集中申报簿当时的最高买入申报价格,key:成交价
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 每个交易日9:20至9:25的开盘集合匹配阶段，本所交易系统不接受匹配成交的撤销申报。
</s><s>Assistant: 时间:每个交易日9:20至9:25的开盘集合匹配阶段,系统:本所交易系统,操作:不接受,交易方式:匹配成交,操作部分:撤销申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 报价方可以设置申报数量全额成交要求。
</s><s>Assistant: 操作人:报价方,结果:可以,操作:设置,操作部分:申报数量全额成交要求
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 报价方可以在发出报价时设置每次仅显示部分申报数量（以下简称显示数量），单笔成交的数量不超过显示数量。
</s><s>Assistant: 操作人:报价方,结果:可以,时间:发出报价时,操作:设置,操作部分:每次仅显示部分申报数量,key:单笔成交的数量,op:不超过,数量:显示数量
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 设置的显示数量完全成交后，继续显示设置的显示数量和剩余申报数量的孰低值，直至申报数量完全显示并成交。
</s><s>Assistant: 事件:设置的显示数量完全成交后,操作:显示,操作部分:设置的显示数量和剩余申报数量的孰低值,事件:直至申报数量完全显示并成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 设置的显示数量应当符合本规则第3.3.4条关于点击成交申报数量的相关规定。
</s><s>Assistant: 数量:显示数量,结合规则:本规则第3.3.4条,交易方式:点击成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 受价方按照报价方报出的交易方向的相反方向，输入拟接受的申报数量。
</s><s>Assistant: 操作人:受价方,value:报价方报出的交易方向的相反方向,操作:输入,操作部分:拟接受的申报数量
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 该数量应当符合本规则第3.3.4条、第4.2.4条及第4.2.5条的相关规定。
</s><s>Assistant: 结合规则:本规则第3.3.4条,结合规则:第4.2.4条,结合规则:第4.2.5条
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 点击成交按受价方输入的数量，按报价方所报价格、结算方式、结算周期等其他申报要素成交。
</s><s>Assistant: 交易方式:点击成交,value:受价方输入的数量,value:报价方所报价格,value:结算方式,value:结算周期,key:申报要素,结果:成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 报价方发出报价后，未成交部分，可以修改价格和数量等报价要素。
</s><s>Assistant: 操作人:报价方,事件:发出报价后,操作部分:未成交部分,结果:可以,操作:修改,操作部分:价格和数量等报价要素
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 结算方式为多边净额结算，并且符合以下条件的报价，报价方可以选择在本所连续匹配阶段的整时点按照连续匹配的相关规定参与限价申报的匹配成交：(一)报价面向全市场发送；(二)申报价格、申报数量符合匹配成交的相关规定；(三)未设置全额成交要求；(四)本所规定的其他条件。
</s><s>Assistant: key:结算方式,value:多边净额结算,操作人:报价方,结果:可以,系统:本所,时间:连续匹配阶段的整时点,value:连续匹配,操作:参与,操作部分:限价申报的匹配成交,交易方式:匹配成交,操作:未设置,操作部分:全额成交要求,系统:本所
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 询价方可以向做市商或者其他债券交易参与人发送询价请求。
</s><s>Assistant: 操作人:询价方,结果:可以,操作人:做市商,or:或者,操作人:其他债券交易参与人,操作:发送,操作部分:询价请求
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 被询价方根据询价请求要素，按照询价请求交易方向的相反方向，对询价请求进行回复。
</s><s>Assistant: 操作人:被询价方,value:询价请求要素,value:询价请求交易方向的相反方向,操作部分:询价请求,操作:回复
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 询价方选择询价回复并确认后，交易按询价方确认的数量、价格、结算方式与结算周期成交。
</s><s>Assistant: 事件:询价方选择询价回复并确认后,value:询价方确认的数量、价格、结算方式与结算周期,结果:成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 询价方可以撤销未成交的询价请求，被询价方可以撤销未成交的询价回复。
</s><s>Assistant: 操作人:询价方,结果:可以,操作:撤销,操作部分:未成交的询价请求,操作人:被询价方,结果:可以,操作:撤销,操作部分:未成交的询价回复
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 询价请求被撤销后，针对该询价的回复也随之自动撤销。
</s><s>Assistant: 事件:询价请求被撤销后,操作部分:针对该询价的回复,操作:自动撤销
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券投资者可以向全市场或者部分债券投资者发送意向申报，意向申报不可直接确认成交。
</s><s>Assistant: 操作人:债券投资者,结果:可以,操作人:全市场,or:或者,操作人:部分债券投资者,操作:发送,操作部分:意向申报,操作部分:意向申报,结果:不可,操作:直接确认成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 收到意向申报的债券投资者可以通过询价成交、协商成交等方式与意向申报发出方达成交易。
</s><s>Assistant: 事件:收到意向申报,操作人:债券投资者,结果:可以,交易方式:询价成交,交易方式:协商成交,操作人:意向申报发出方,操作:达成交易
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用单一主体中标方式的，由最优出价的应价方按其应价价格、该笔竞买的全部申报数量成交。
</s><s>Assistant: value:单一主体中标,操作人:最优出价的应价方,价格:应价价格,数量:该笔竞买的全部申报数量,操作:成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用单一价格中标方式的，所有中标的应价申报都以边际价格成交。
</s><s>Assistant: value:单一价格中标方式,操作部分:所有中标的应价申报,价格:边际价格,操作:成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用多重价格中标方式的，所有中标的应价申报都以其各自的应价价格成交。
</s><s>Assistant: value:多重价格中标方式,操作部分:所有中标的应价申报,价格:各自的应价价格,操作:成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 卖方应当向本所提前预约竞买，并确定竞买日。
</s><s>Assistant: 操作人:卖方,系统:本所,操作:预约,操作部分:竞买,操作:确定,操作部分:竞买日
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 竞买日前，卖方可以修改竞买预约要素或者取消预约。
</s><s>Assistant: 时间:竞买日前,操作人:卖方,结果:可以,操作:修改,操作部分:竞买预约要素,or:或者,操作:取消,操作部分:预约
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 竞买日前，卖方应当根据预约情况通过本所向市场发布竞买要素信息。
</s><s>Assistant: 时间:竞买日前,操作人:卖方,value:预约情况,系统:本所,操作:发布,操作部分:竞买要素信息
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 卖方应当于竞买日通过交易系统提交竞买发起申报。
</s><s>Assistant: 操作人:卖方,时间:竞买日,操作:提交,操作部分:竞买发起申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 在应价申报时间内，债券投资者可以作为应价方提交应价申报。
</s><s>Assistant: 时间:应价申报时间内,操作人:债券投资者,结果:可以,操作人:应价方,操作:提交,操作部分:应价申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用单一主体中标方式的，由最优出价的应价方按该笔竞买的全部数量成交。
</s><s>Assistant: value:单一主体中标,价格:最优出价,操作人:应价方,数量:该笔竞买的全部数量,结果:成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 若最优出价存在多笔应价申报的，按时间优先原则成交。
</s><s>Assistant: 状态:最优出价存在多笔应价申报,value:时间优先原则,结果:成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用多主体中标方式的，交易系统将各有效应价申报按价格从优到劣排序，并汇总应价申报累计数量。
</s><s>Assistant: value:多主体中标方式,系统:交易系统,操作部分:有效应价申报按价格从优到劣,操作:排序,操作:汇总,操作部分:应价申报累计数量
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 应价申报累计数量未达到最低成交总量的，所有应价申报均不能达成成交。
</s><s>Assistant: key:应价申报累计数量,op:未达到,数量:最低成交总量,操作部分:所有应价申报,结果:不能达成成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 应价申报累计数量不低于最低成交总量但未达到竞买总量的，应价申报的最低价格为边际价格，全部应价申报均按其申报数量达成成交。
</s><s>Assistant: key:应价申报累计数量,op:不低于,数量:最低成交总量,op:未达到,数量:竞买总量,价格:应价申报的最低价格,key:边际价格,操作部分:全部应价申报,数量:申报数量,结果:达成成交
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 应价申报累计数量达到竞买总量的，以达到竞买总量的价格为边际价格。
</s><s>Assistant: key:应价申报累计数量,op:达到,数量:竞买总量,价格:达到竞买总量的价格,key:边际价格
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 价格优于边际价格的应价申报全部成交，成交数量为相应的应价申报数量。
</s><s>Assistant: key:价格,op:优于,价格:边际价格,操作部分:应价申报,结果:全部成交,key:成交数量,数量:应价申报数量
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 价格等于边际价格的应价申报部分或者全部成交，成交数量以各应价申报数量为权重按舍去法进行边际中标量的初次分配。
</s><s>Assistant: key:价格,op:等于,价格:边际价格,结果:部分,or:或者,结果:全部成交,key:成交数量,数量:以各应价申报数量为权重按舍去法进行边际中标量的初次分配
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 初次分配完成后，若有剩余尾量，则遵循时间优先原则进行尾量分配。
</s><s>Assistant: 事件:初次分配完成后,状态:有剩余尾量,value:时间优先原则
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 在应价方提交有效的应价申报前，卖方申请并经本所认可后，可以撤销竞买发起申报。
</s><s>Assistant: 事件:应价方提交有效的应价申报前,操作人:卖方,事件:申请并经本所认可后,结果:可以,操作:撤销,操作部分:竞买发起申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用单一主体中标方式的，应价申报不可撤销。
</s><s>Assistant: value:单一主体中标,操作部分:应价申报,结果:不可,操作:撤销
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 采用多主体中标方式的，应价申报可以在应价申报时间截止前撤销。
</s><s>Assistant: value:多主体中标方,操作部分:应价申报,结果:可以,时间:应价申报时间截止前,操作:撤销
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 本规则3.1.5条规定的竞买时间内临时停市的，当日所有债券竞买不再进行。
